text,label,language,subcategory,term_used
dekhai de mvj1,1,romanized_nepali,slurs,muji
Please send the report by Friday,0,mixed,neutral,
hey बेश्या jasto behave gareki,1,nepali,gendered_insults,बेश्या
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
u टोरी jasto ho,1,nepali,strong_slurs,टोरी
Thank you for your help,0,mixed,neutral,
timi एना करत नई chau,1,tharu,contexts,एना करत नई
hey dekhai de $lvt j@$t0,1,romanized_nepali,hybrid,slut jasto
she send सुत्नेसनी photo,1,nepali,sexual_phrases,सुत्नेसनी
timi ma timro मुजी hoina ni,1,nepali,slurs,मुजी
That is a beautiful picture,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
How are you?,0,mixed,neutral,
timi d.e.k.h.a.i.d.e chau,1,romanized_nepali,sexualized,dekhaide
Ramro kam gareko chau,0,mixed,neutral,
u timilai randi jasto lagcha,1,romanized_nepali,strong_slurs,randi
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
u look like टोरी,1,nepali,slurs,टोरी
The meeting is scheduled for Monday,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
I like this article,0,mixed,neutral,
I like this article,0,mixed,neutral,
she आफूलाई धेरै देखायो ho timi,1,nepali,contextual_phrases,आफूलाई धेरै देखायो
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
How are you?,0,mixed,neutral,
छिनाल mentality,1,nepali,dehumanizing,छिनाल
Can you share the document?,0,mixed,neutral,
yo manche t0r1 mindset,1,romanized_nepali,slurs,tori
hey dekhai de छिनाल,1,nepali,dehumanizing,छिनाल
Please send the report by Friday,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
थ्वसा भाय jasto ho,1,newari,contexts,थ्वसा भाय
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
yo manche u look like c h i m m a t i,1,romanized_nepali,body_shaming,chimmati
Ramro kam gareko chau,0,mixed,neutral,
yo manche dekhai de n.a.n.g.i.n,1,romanized_nepali,sexualized,nangin
yo manche d.h.e.r.a.i. .d.e.k.h.a.u.x.a jasto ho,1,romanized_nepali,contextual_phrases,dherai dekhauxa
ल्होकी jasto ho,1,tamang,gendered,ल्होकी
How are you? छुँदै छुँदै,0,nepali,coercive_threat,छुँदै छुँदै
hey देखाइदे jasto ho,1,nepali,sexual_phrases,देखाइदे
n.a.n.g.i.n jasto ho,1,romanized_nepali,sexualized,nangin
Thank you for your help बेंकी,0,tharu,slurs,बेंकी
timi t o r i mentality,1,romanized_nepali,slurs,tori
Kehi khana khana jane?,0,mixed,neutral,
k-u-t-i-a mindset,1,romanized_nepali,dehumanizing,kutia
We will meet tomorrow at 10am,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
she dekhai de e-a-s-y- -x-a,1,romanized_nepali,hybrid,easy xa
The meeting is scheduled for Monday,0,mixed,neutral,
timi c-h-h-i-n-a-l haru sabai,1,romanized_nepali,strong_slurs,chhinal
Can you share the document?,0,mixed,neutral,
yo manche timi खान दे chau,1,nepali,sexualized,खान दे
timi photo patha raat ma laijane,1,romanized_nepali,sexual_phrases,raat ma laijane
hey photo patha फटाहा,1,nepali,slurs,फटाहा
she send इक्वासा photo,1,newari,slurs,इक्वासा
ल्होकी haru sabai,1,tamang,gendered,ल्होकी
hey timilai b-e-s-y-a jasto lagcha,1,romanized_nepali,gendered_insults,besya
How are you?,0,mixed,neutral,
hey काली mindset,1,nepali,body_shaming,काली
she u look like चण्डी,1,nepali,slurs,चण्डी
u u look like राँडी,1,nepali,slurs,राँडी
u जादे बोलतारी mindset,1,bhojpuri,contexts,जादे बोलतारी
hey timilai $vtn3$@n1 jasto lagcha,1,romanized_nepali,sexualized,sutnesani
dekhai de सुत्नेसनी,1,nepali,sexualized,सुत्नेसनी
u look like randi mindset,1,romanized_nepali,hybrid,randi mindset
she photo patha mvj1,1,romanized_nepali,slurs,muji
ma timro कउटी hoina ni,1,tharu,gendered,कउटी
We will meet tomorrow at 10am,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
How are you?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
timi मोटी ho timi,1,nepali,body_shaming,मोटी
मोटकी ho timi,1,bhojpuri,gendered,मोटकी
u ma timro s-y-a-l-n-i hoina ni,1,romanized_nepali,slurs,syalni
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
she u look like थ्वसा,1,newari,gendered,थ्वसा
hey u look like फटाहा,1,nepali,slurs,फटाहा
yo manche send स्यालनी photo,1,nepali,strong_slurs,स्यालनी
timi dekhai de फटाहा,1,nepali,slurs,फटाहा
hey photo patha रातमा लैजाने,1,nepali,sexual_phrases,रातमा लैजाने
Ramro kam gareko chau,0,mixed,neutral,
timi photo patha b.e.s.y.a,1,romanized_nepali,gendered_insults,besya
Can you share the document?,0,mixed,neutral,
muji jasto ho,1,romanized_nepali,slurs,muji
Can you share the document?,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
timi इक्वासा mindset,1,newari,slurs,इक्वासा
she send कुतिया photo,1,nepali,gendered_insults,कुतिया
Ramro kam gareko chau खान दे,0,nepali,sexualized,खान दे
yo manche dekhai de s y a l n i,1,romanized_nepali,slurs,syalni
timi ma timro कुतिया hoina ni,1,nepali,dehumanizing,कुतिया
yo manche b.h.y.a.g.r.i ho timi,1,romanized_nepali,slurs,bhyagri
yo manche भेंडी ho timi,1,nepali,dehumanizing,भेंडी
That is a beautiful picture,0,mixed,neutral,
I like this article मुजी,0,nepali,slurs,मुजी
send काली photo,1,nepali,body_shaming,काली
b-e-s-y-a ho timi,1,romanized_nepali,gendered_insults,besya
hey chhvd@1 chhvd@1 jasto behave gareki,1,romanized_nepali,coercive_threat,chhudai chhudai
u muji jasto ho,1,romanized_nepali,slurs,muji
timi न्ह्याकुसा haru sabai,1,newari,slurs,न्ह्याकुसा
Ramro kam gareko chau,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
u u look like चिम्मटी,1,nepali,body_shaming,चिम्मटी
Kehi khana khana jane?,0,mixed,neutral,
she छिनाल jasto behave gareki,1,nepali,dehumanizing,छिनाल
hey timilai मुजी jasto lagcha,1,nepali,slurs,मुजी
That is a beautiful picture,0,mixed,neutral,
hey u look like कुकुर्नी,1,nepali,dehumanizing,कुकुर्नी
Thank you for your help,0,mixed,neutral,
d-e-k-h-a-i-d-e haru sabai,1,romanized_nepali,sexualized,dekhaide
We will meet tomorrow at 10am ल्होकी,0,tamang,gendered,ल्होकी
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
u timi r.a.n.d.i chau,1,romanized_nepali,slurs,randi
The meeting is scheduled for Monday,0,mixed,neutral,
छिनाल jasto behave gareki,1,nepali,dehumanizing,छिनाल
dekhai de छुँदै छुँदै,1,nepali,coercive_threat,छुँदै छुँदै
Tapaiko din kasto garyo? dekhaide,0,romanized_nepali,sexualized,dekhaide
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
timi timi कुतिया chau,1,nepali,gendered_insults,कुतिया
We will meet tomorrow at 10am,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
Ramro kam gareko chau मुजी,0,nepali,slurs,मुजी
hey timi chhudai chhudai chau,1,romanized_nepali,coercive_threat,chhudai chhudai
u send देखाइदे photo,1,nepali,sexualized,देखाइदे
The meeting is scheduled for Monday कुकुर्नी,0,nepali,gendered_insults,कुकुर्नी
Tapaiko din kasto garyo?,0,mixed,neutral,
Kehi khana khana jane? राँडी,0,nepali,slurs,राँडी
Thank you for your help,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
I like this article मोटी,0,nepali,body_shaming,मोटी
Can you share the document?,0,mixed,neutral,
hey timi इक्वासा chau,1,newari,slurs,इक्वासा
u मखु jasto behave gareki,1,newari,gendered,मखु
hey photo patha k h a n   d e,1,romanized_nepali,sexual_phrases,khan de
yo manche निकार haru sabai,1,bhojpuri,gendered,निकार
Please send the report by Friday,0,mixed,neutral,
How are you? स्यालनी,0,nepali,strong_slurs,स्यालनी
Ramro kam gareko chau,0,mixed,neutral,
timi r.a.n.d.i haru sabai,1,romanized_nepali,strong_slurs,randi
$y@ln1 haru sabai,1,romanized_nepali,strong_slurs,syalni
timilai d3kh@1d3 jasto lagcha,1,romanized_nepali,sexualized,dekhaide
Please send the report by Friday kali,0,romanized_nepali,body_shaming,kali
Thank you for your help,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
hey kvt1@ mindset,1,romanized_nepali,gendered_insults,kutia
u look like $y@ln1,1,romanized_nepali,strong_slurs,syalni
We will meet tomorrow at 10am,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
timi करमी ho timi,1,bhojpuri,gendered,करमी
k a l i ho timi,1,romanized_nepali,body_shaming,kali
Ramro kam gareko chau,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
timi u look like सिहनी,1,tharu,slurs,सिहनी
u न्हयाथा येन haru sabai,1,newari,contexts,न्हयाथा येन
Ramro kam gareko chau easy xa,0,romanized_nepali,hybrid,easy xa
I like this article,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
Thank you for your help nangin,0,romanized_nepali,sexualized,nangin
Kehi khana khana jane? स्यालनी,0,nepali,slurs,स्यालनी
Can you share the document?,0,mixed,neutral,
yo manche सुत्नेसनी mindset,1,nepali,sexualized,सुत्नेसनी
Kehi khana khana jane?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
u haddi jasto behave gareki,1,romanized_nepali,body_shaming,haddi
Please send the report by Friday muji mentality,0,romanized_nepali,hybrid,muji mentality
hey c.h.e.a.p. .x.a jasto behave gareki,1,romanized_nepali,contextual_phrases,cheap xa
hey jetthi mindset,1,romanized_nepali,dehumanizing,jetthi
Ramro kam gareko chau,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
send जेट्ठी photo,1,nepali,dehumanizing,जेट्ठी
r-a-a-t-m-a- -l-a-i-j-a-n-e ho timi,1,romanized_nepali,coercive_threat,raatma laijane
timi जेट्ठी ho timi,1,nepali,dehumanizing,जेट्ठी
Can you share the document? नांगीन,0,nepali,sexualized,नांगीन
u m u j i haru sabai,1,romanized_nepali,slurs,muji
k u k u r n i mentality,1,romanized_nepali,gendered_insults,kukurni
ma timro खान दे hoina ni,1,nepali,sexualized,खान दे
How are you? छोरोम हे,0,tamang,contexts,छोरोम हे
yo manche timi राँडी chau,1,nepali,strong_slurs,राँडी
We will meet tomorrow at 10am,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
hey u look like ल्होकी,1,tamang,gendered,ल्होकी
I like this article,0,mixed,neutral,
photo patha छिनार,1,bhojpuri,slurs,छिनार
Ramro kam gareko chau,0,mixed,neutral,
hey r-a-n-d-i ho timi,1,romanized_nepali,slurs,randi
Can you share the document?,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
yo manche c.h.a.n.d.i haru sabai,1,romanized_nepali,slurs,chandi
Kehi khana khana jane? balatkar garne,0,romanized_nepali,coercive_threat,balatkar garne
yo manche स्यालनी jasto ho,1,nepali,slurs,स्यालनी
How are you?,0,mixed,neutral,
she c h h i n a l jasto behave gareki,1,romanized_nepali,strong_slurs,chhinal
Thank you for your help,0,mixed,neutral,
कुतिया ho timi,1,nepali,dehumanizing,कुतिया
hey dekhai de मोटी,1,nepali,body_shaming,मोटी
dekhai de राँडी,1,nepali,strong_slurs,राँडी
Ramro kam gareko chau,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
timi timilai एना करत नई jasto lagcha,1,tharu,contexts,एना करत नई
Kehi khana khana jane? यस्ती केटी,0,nepali,contextual_phrases,यस्ती केटी
Kehi khana khana jane?,0,mixed,neutral,
I like this article,0,mixed,neutral,
she moti jasto ho,1,romanized_nepali,body_shaming,moti
hey देखाइदे haru sabai,1,nepali,sexualized,देखाइदे
hey bh3nd1 haru sabai,1,romanized_nepali,dehumanizing,bhendi
u बेश्या ho timi,1,nepali,gendered_insults,बेश्या
Kehi khana khana jane?,0,mixed,neutral,
she timi देखाइदे chau,1,nepali,sexualized,देखाइदे
Ramro kam gareko chau,0,mixed,neutral,
she photo patha छोरोम हे,1,tamang,contexts,छोरोम हे
We will meet tomorrow at 10am,0,mixed,neutral,
u मुजी mentality,1,nepali,slurs,मुजी
yo manche इक्वासा mentality,1,newari,slurs,इक्वासा
timi k@l1 chau,1,romanized_nepali,body_shaming,kali
I like this article,0,mixed,neutral,
u look like randi mindset,1,romanized_nepali,hybrid,randi mindset
hey इक्वासा mentality,1,newari,slurs,इक्वासा
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
hey raatma laijane mentality,1,romanized_nepali,coercive_threat,raatma laijane
We will meet tomorrow at 10am,0,mixed,neutral,
hey r@@t m@ l@1j@n3 haru sabai,1,romanized_nepali,sexual_phrases,raat ma laijane
timi dekhai de टोरी,1,nepali,strong_slurs,टोरी
she photo patha मोटी,1,nepali,body_shaming,मोटी
I like this article,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Can you share the document? chhinal,0,romanized_nepali,dehumanizing,chhinal
she u look like mvj1,1,romanized_nepali,strong_slurs,muji
Thank you for your help,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
